source_file,dataset,model,strategy,classifier,roc_auc,accuracy,f1,recall,precision
mage.csv,mage,llada_8b_base,embedding,logreg,0.947219,0.883,0.8832335329341316,0.885,0.8814741035856574
mage.csv,mage,llada_8b_base,zero_shot,prompt,0.4808667399999999,0.5186,0.65326995102276,0.907,0.5104682575416479
mage.csv,mage,gpt2,score,logreg,0.6327734,0.5850000000000001,0.5876233604866418,0.5916,0.5837918238034978
mage.csv,mage,gpt2,score,random_forest,0.6067784,0.5557000000000001,0.5543412357888523,0.5526000000000002,0.5561523877957859
mage.csv,mage,gpt2,score,xgboost,0.6507622,0.6187,0.6809365584774468,0.8138,0.5853787157494462
mage.csv,mage,gpt2,score,xgboost_calibrated,0.6478697999999999,0.6237999999999999,0.7070815185705055,0.908,0.5789999542470824
mage.csv,mage,gpt2,pawn,logreg,0.6320969999999999,0.59,0.5936570862239842,0.599,0.5884086444007859
mage.csv,mage,gpt2,pawn,deep_mlp,0.783739,0.7065,0.7433318758198513,0.85,0.6604506604506605
mage.csv,mage,gpt2,embedding,logreg,0.8332979999999999,0.755,0.7535211267605634,0.749,0.7580971659919028
mage.csv,mage,gpt2,zero_shot,prompt,0.46460948,0.4995,0.6662220740246749,0.999,0.4997498749374687
mage.csv,mage,llama2_7b,score,logreg,0.5645797,0.5172000000000001,0.5114914590025017,0.5058,0.5174884382762405
mage.csv,mage,llama2_7b,score,random_forest,0.5863481,0.5427,0.5438555953207701,0.5452,0.5425791207328416
mage.csv,mage,llama2_7b,score,xgboost,0.661575,0.6129,0.6423199153608973,0.6951999999999999,0.5969965545010509
mage.csv,mage,llama2_7b,score,xgboost_calibrated,0.6602511,0.6154,0.6606258053664094,0.749,0.5912723623691206
mage.csv,mage,llama2_7b,pawn,logreg,0.586334,0.5445,0.5410579345088161,0.537,0.5451776649746193
mage.csv,mage,llama2_7b,pawn,deep_mlp,0.801617,0.7255,0.7550200803212851,0.846,0.6817082997582594
mage.csv,mage,llama2_7b,embedding,logreg,0.7226124999999999,0.6355,0.7094459944200877,0.89,0.5897945659377071
mage.csv,mage,llama2_7b,zero_shot,prompt,0.49377238,0.5031,0.6607959587685166,0.968,0.5016063840812519
mage.csv,mage,llama3_1_8b,score,logreg,0.5513943,0.5069,0.5063966624681561,0.506,0.5068495177116692
mage.csv,mage,llama3_1_8b,score,random_forest,0.6291928999999999,0.5741,0.5744182803886329,0.575,0.57394753569374
mage.csv,mage,llama3_1_8b,score,xgboost,0.6945895,0.6375,0.6575184504450763,0.6964,0.6229200076266009
mage.csv,mage,llama3_1_8b,score,xgboost_calibrated,0.6936905,0.6357,0.6698691004465288,0.7392000000000001,0.6125502678491227
mage.csv,mage,llama3_1_8b,pawn,logreg,0.6167149999999999,0.5835,0.5677218474312403,0.547,0.5900755124056095
mage.csv,mage,llama3_1_8b,pawn,deep_mlp,0.802236,0.7225,0.7545333923042902,0.853,0.6764472640761301
mage.csv,mage,llama3_1_8b,embedding,logreg,0.9158335,0.8445,0.8450423517688092,0.848,0.8421052631578947
mage.csv,mage,llama3_1_8b,zero_shot,prompt,0.45217812,0.4797,0.6153618688548829,0.8324,0.4880966342207107
mage.csv,mage,gpt3_proxy,score,logreg,0.6145519,0.5604000000000001,0.5590173949970074,0.5574,0.5607188455857682
mage.csv,mage,gpt3_proxy,score,random_forest,0.6189530999999999,0.5695,0.5713788258905438,0.5742,0.5687269968553924
mage.csv,mage,gpt3_proxy,score,xgboost,0.6486846,0.6234,0.6854729325505724,0.8207999999999999,0.5884956527360261
mage.csv,mage,gpt3_proxy,score,xgboost_calibrated,0.6521663,0.6220000000000001,0.7053235294201549,0.9048,0.5779412773045041
mage.csv,mage,gpt3_proxy,pawn,logreg,0.613204,0.5655,0.571287617168229,0.579,0.563777994157741
mage.csv,mage,gpt3_proxy,pawn,deep_mlp,0.768023,0.689,0.7397489539748954,0.884,0.6359712230215827
mage.csv,mage,gpt3_proxy,embedding,logreg,0.816304,0.754,0.7515151515151515,0.744,0.7591836734693878
mage.csv,mage,gpt3_proxy,zero_shot,prompt,0.48695824,0.5036,0.6610678683599617,0.9682,0.501866058469832
mage.csv,mage,bert,score,logreg,0.5197193999999999,0.5019,0.4105343136443973,0.347,0.5027805572184393
mage.csv,mage,bert,score,random_forest,0.5340617999999999,0.523,0.5229267755736426,0.5228000000000002,0.5231101735966451
mage.csv,mage,bert,score,xgboost,0.5455515,0.5257,0.543487202817073,0.5652,0.5238496847204145
mage.csv,mage,bert,score,xgboost_calibrated,0.5383726000000001,0.5234,0.6006616673603224,0.7222,0.5167848578340971
mage.csv,mage,bert,pawn,logreg,0.5566420000000001,0.5295,0.4809707666850523,0.436,0.5362853628536285
mage.csv,mage,bert,pawn,deep_mlp,0.6528560000000001,0.6045,0.6507726269315673,0.737,0.5826086956521739
mage.csv,mage,bert,embedding,logreg,0.844659,0.763,0.7655786350148368,0.774,0.7573385518590998
mage.csv,mage,bert,zero_shot,prompt,0.47397394,0.4819,0.1255696202531645,0.0744,0.4021621621621621
mage.csv,mage,roberta,score,logreg,0.5939996000000001,0.5782999999999999,0.5064179059985812,0.4328,0.6107371430290357
mage.csv,mage,roberta,score,random_forest,0.5213062,0.5041,0.5034039143068372,0.5028,0.5040504549059875
mage.csv,mage,roberta,score,xgboost,0.5781900999999999,0.5643,0.5440477882402099,0.5202,0.5705526707713497
mage.csv,mage,roberta,score,xgboost_calibrated,0.5745844,0.5640000000000001,0.5255295569182239,0.4831999999999999,0.5767273888666078
mage.csv,mage,roberta,pawn,logreg,0.6003149999999999,0.585,0.5229885057471264,0.455,0.6148648648648649
mage.csv,mage,roberta,pawn,deep_mlp,0.62889,0.595,0.6017699115044247,0.612,0.5918762088974855
mage.csv,mage,roberta,embedding,logreg,0.863597,0.7875,0.7858942065491185,0.78,0.7918781725888325
mage.csv,mage,roberta,zero_shot,prompt,0.45305482,0.4752,0.5530574007835123,0.6494,0.4816078315040047
mage.csv,mage,modernbert,score,logreg,0.5793285,0.5656,0.5034269743876221,0.4404,0.5877011154961788
mage.csv,mage,modernbert,score,random_forest,0.5366439000000001,0.5211,0.5211299760018502,0.5214000000000001,0.520940411521817
mage.csv,mage,modernbert,score,xgboost,0.5880137999999999,0.5704,0.5652165406052923,0.5584000000000001,0.572344115659361
mage.csv,mage,modernbert,score,xgboost_calibrated,0.5816410000000001,0.5578,0.5525239342546179,0.5468,0.5596199512201355
mage.csv,mage,modernbert,pawn,logreg,0.593,0.566,0.516164994425864,0.463,0.5831234256926953
mage.csv,mage,modernbert,pawn,deep_mlp,0.606128,0.5705,0.6086560364464692,0.668,0.5589958158995816
mage.csv,mage,modernbert,embedding,logreg,0.841898,0.7685,0.766750629722922,0.761,0.7725888324873097
mage.csv,mage,modernbert,zero_shot,prompt,0.50035868,0.4841,0.561570493753718,0.6608,0.4882518102556524
raid.csv,raid,llada_8b_base,score,logreg,0.6246022,0.6204000000000001,0.6440932418995902,0.687,0.6062523923073446
raid.csv,raid,llada_8b_base,score,random_forest,0.6204491,0.5762,0.5790620504870295,0.5831999999999999,0.5752664833575649
raid.csv,raid,llada_8b_base,score,xgboost,0.6657398000000001,0.6188,0.6596502379559258,0.7392,0.5957486072946467
raid.csv,raid,llada_8b_base,score,xgboost_calibrated,0.6702349,0.6326,0.6998806275657556,0.8568,0.5916119450989779
raid.csv,raid,llada_8b_base,pawn,logreg,0.690746,0.636,0.6064864864864865,0.561,0.66
raid.csv,raid,llada_8b_base,pawn,deep_mlp,0.7745949999999999,0.688,0.7209302325581395,0.806,0.6521035598705501
raid.csv,raid,llada_8b_base,embedding,logreg,0.962338,0.892,0.8925373134328358,0.897,0.8881188118811881
raid.csv,raid,llada_8b_base,zero_shot,prompt,0.43489884,0.4993,0.6473198563076706,0.919,0.499619441122105
raid.csv,raid,gpt2,score,logreg,0.6987284,0.6771,0.6889639427893091,0.7152000000000001,0.6646521739612063
raid.csv,raid,gpt2,score,random_forest,0.6591011,0.595,0.5961948442470482,0.5978,0.5949093525398623
raid.csv,raid,gpt2,score,xgboost,0.7326992999999999,0.6829,0.7057976193033518,0.7608,0.6585510363230141
raid.csv,raid,gpt2,score,xgboost_calibrated,0.7291440999999999,0.6829000000000001,0.7086240306635304,0.7714000000000001,0.6557526315550252
raid.csv,raid,gpt2,pawn,logreg,0.782656,0.6995,0.680489101541733,0.64,0.7264472190692395
raid.csv,raid,gpt2,pawn,deep_mlp,0.8943309999999999,0.8045,0.8270676691729324,0.935,0.7414750198255353
raid.csv,raid,gpt2,embedding,logreg,0.8724669999999999,0.795,0.7992164544564153,0.816,0.783109404990403
raid.csv,raid,gpt2,zero_shot,prompt,0.4789223399999999,0.5001,0.6666666666666666,0.9998,0.5000500150045013
raid.csv,raid,llama2_7b,score,logreg,0.6708494000000002,0.6420999999999999,0.6482314454024338,0.6596,0.6373583695476216
raid.csv,raid,llama2_7b,score,random_forest,0.613878,0.563,0.5642369010247537,0.5661999999999999,0.562446357365207
raid.csv,raid,llama2_7b,score,xgboost,0.6810321,0.6399,0.6730317973681704,0.7418,0.6162836578876945
raid.csv,raid,llama2_7b,score,xgboost_calibrated,0.6773195000000001,0.6381,0.6829043499828564,0.7796000000000001,0.6078771437928763
raid.csv,raid,llama2_7b,pawn,logreg,0.787649,0.722,0.7160367722165476,0.701,0.7317327766179541
raid.csv,raid,llama2_7b,pawn,deep_mlp,0.8808140000000001,0.795,0.820490367775832,0.937,0.7297507788161994
raid.csv,raid,llama2_7b,embedding,logreg,0.7409764999999999,0.6835,0.6605898123324396,0.616,0.7121387283236994
raid.csv,raid,llama2_7b,zero_shot,prompt,0.45156088,0.4627,0.605940594059406,0.8262,0.4784018529241459
raid.csv,raid,llama3_1_8b,score,logreg,0.6750008,0.6567000000000001,0.663349787343177,0.6764000000000001,0.650857748682846
raid.csv,raid,llama3_1_8b,score,random_forest,0.6398383,0.5894999999999999,0.5867785472065017,0.5836,0.5903767663578138
raid.csv,raid,llama3_1_8b,score,xgboost,0.6969512,0.6455,0.6664141227162472,0.7081999999999999,0.6295591687719216
raid.csv,raid,llama3_1_8b,score,xgboost_calibrated,0.6955129999999999,0.6466,0.6746681141804988,0.733,0.6252019810803267
raid.csv,raid,llama3_1_8b,pawn,logreg,0.790815,0.7185,0.7035281727224856,0.668,0.743047830923248
raid.csv,raid,llama3_1_8b,pawn,deep_mlp,0.8729250000000001,0.783,0.8104803493449781,0.928,0.7193798449612403
raid.csv,raid,llama3_1_8b,embedding,logreg,0.925714,0.8525,0.8531607765057242,0.857,0.8493557978196233
raid.csv,raid,llama3_1_8b,zero_shot,prompt,0.5004822200000001,0.5122,0.6486097104163666,0.9004,0.506867822562486
raid.csv,raid,gpt3_proxy,score,logreg,0.685923,0.6599,0.6632466681444753,0.6698000000000001,0.6569096032948694
raid.csv,raid,gpt3_proxy,score,random_forest,0.6362581,0.5785,0.5773975574668623,0.576,0.5789313160504711
raid.csv,raid,gpt3_proxy,score,xgboost,0.7083664,0.6642,0.6899611719672128,0.7474,0.6409962116114343
raid.csv,raid,gpt3_proxy,score,xgboost_calibrated,0.7066129,0.6638,0.6988249959874435,0.78,0.6331013620374794
raid.csv,raid,gpt3_proxy,pawn,logreg,0.7519039999999999,0.683,0.6687565308254964,0.64,0.700218818380744
raid.csv,raid,gpt3_proxy,pawn,deep_mlp,0.886198,0.79,0.818809318377912,0.949,0.720030349013657
raid.csv,raid,gpt3_proxy,embedding,logreg,0.8553685,0.785,0.7883858267716537,0.801,0.7761627906976745
raid.csv,raid,gpt3_proxy,zero_shot,prompt,0.44028116,0.4998,0.664924973204716,0.9926,0.4998992747784045
raid.csv,raid,bert,score,logreg,0.5102753999999999,0.4770999999999999,0.3610295431057475,0.2956,0.463946612919259
raid.csv,raid,bert,score,random_forest,0.5581132,0.5423000000000001,0.5427370461574418,0.5432,0.5423592740019424
raid.csv,raid,bert,score,xgboost,0.5815376000000001,0.5608000000000001,0.5853270461438168,0.6216,0.5539403093070738
raid.csv,raid,bert,score,xgboost_calibrated,0.581698,0.5592,0.5999383372552913,0.6624,0.5488412313494196
raid.csv,raid,bert,pawn,logreg,0.5403469999999999,0.5315,0.514256091238984,0.496,0.5339074273412271
raid.csv,raid,bert,pawn,deep_mlp,0.6842369999999999,0.628,0.6696269982238011,0.754,0.6022364217252396
raid.csv,raid,bert,embedding,logreg,0.912489,0.8275,0.8316251830161053,0.852,0.8122020972354623
raid.csv,raid,bert,zero_shot,prompt,0.4882302199999999,0.4955,0.1230662263167043,0.0708,0.4701195219123506
raid.csv,raid,roberta,score,logreg,0.6574515999999999,0.5857,0.5297139315806104,0.4669999999999999,0.6121057709978512
raid.csv,raid,roberta,score,random_forest,0.6047418999999999,0.5624,0.5632807087162138,0.5646,0.5621227700892208
raid.csv,raid,roberta,score,xgboost,0.6418862999999999,0.6184000000000001,0.6704002858855972,0.7764,0.5899584261970645
raid.csv,raid,roberta,score,xgboost_calibrated,0.643571,0.6207999999999999,0.6914725451849254,0.85,0.5828578528802566
raid.csv,raid,roberta,pawn,logreg,0.675227,0.6105,0.5571347356452531,0.49,0.6455862977602108
raid.csv,raid,roberta,pawn,deep_mlp,0.7497695,0.681,0.7378800328677075,0.898,0.6262203626220363
raid.csv,raid,roberta,embedding,logreg,0.925282,0.844,0.8485436893203884,0.874,0.8245283018867925
raid.csv,raid,roberta,zero_shot,prompt,0.47701196,0.5053,0.577937036089071,0.6774,0.5039428656449934
raid.csv,raid,modernbert,score,logreg,0.3565439999999999,0.4763,0.5907229908920033,0.7564,0.4846392786373153
raid.csv,raid,modernbert,score,random_forest,0.6247299,0.5710000000000001,0.5712665536226187,0.5718,0.5708505832107149
raid.csv,raid,modernbert,score,xgboost,0.6952818,0.6460999999999999,0.6386181210612355,0.6256,0.6524881690603472
raid.csv,raid,modernbert,score,xgboost_calibrated,0.6914336999999999,0.644,0.6361029093240751,0.6224000000000001,0.6509903241244744
raid.csv,raid,modernbert,pawn,logreg,0.704925,0.6725,0.652888182299947,0.616,0.6944757609921083
raid.csv,raid,modernbert,pawn,deep_mlp,0.7729499999999999,0.6945,0.7206218564243255,0.788,0.6638584667228307
raid.csv,raid,modernbert,embedding,logreg,0.90318,0.83,0.8323471400394477,0.844,0.8210116731517509
raid.csv,raid,modernbert,zero_shot,prompt,0.4657128800000001,0.4631,0.5125737630503858,0.5646,0.4693266832917706
